Country_name,Life_Ladder,Log_GDP_per_capita,Social_support,Healthy_life_expectancy_at_birth,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Positive_affect,Negative_affect,Year_bin
Congo (Brazzaville),medium,very_low,very_low,low,low,low,low,very_low,very_high,2015
Congo (Brazzaville),medium,very_low,very_low,low,low,medium,low,low,very_high,2015
Congo (Kinshasa),very_low,very_low,low,very_low,very_low,medium,medium,very_low,high,2005
Congo (Kinshasa),low,very_low,low,very_low,low,medium,high,low,low,2010
Congo (Kinshasa),low,very_low,low,very_low,very_low,medium,medium,low,low,2010
Congo (Kinshasa),low,very_low,medium,very_low,very_low,medium,very_high,very_low,very_low,2010
Congo (Kinshasa),very_low,very_low,medium,very_low,very_low,medium,medium,very_low,high,2010
Congo (Kinshasa),very_low,very_low,low,very_low,very_low,medium,high,very_low,high,2015
Congo (Kinshasa),low,very_low,medium,very_low,low,medium,high,low,low,2015
Congo (Kinshasa),very_low,very_low,very_low,very_low,low,high,medium,very_low,very_high,2015
Costa Rica,very_high,medium,very_high,high,very_high,high,medium,very_high,low,2005
Costa Rica,very_high,medium,very_high,high,very_high,high,medium,very_high,medium,2005
Costa Rica,very_high,medium,high,high,very_high,high,medium,very_high,low,2005
Costa Rica,very_high,medium,high,high,very_high,high,medium,very_high,low,2005
Costa Rica,very_high,medium,high,high,very_high,high,low,very_high,low,2010
Costa Rica,very_high,medium,high,high,very_high,medium,high,very_high,medium,2010
Costa Rica,very_high,medium,high,very_high,very_high,high,medium,very_high,medium,2010
Costa Rica,very_high,medium,high,very_high,very_high,high,medium,very_high,medium,2010
Costa Rica,very_high,medium,high,very_high,very_high,medium,medium,very_high,high,2010
Costa Rica,very_high,high,high,very_high,very_high,medium,low,very_high,high,2015
Costa Rica,very_high,high,high,very_high,high,medium,medium,very_high,high,2015
Costa Rica,very_high,high,very_high,very_high,very_high,low,low,very_high,medium,2015
Costa Rica,very_high,high,high,very_high,very_high,low,medium,very_high,high,2015
Costa Rica,very_high,high,high,very_high,very_high,very_low,high,very_high,high,2015
Croatia,high,high,high,high,low,low,very_high,very_low,very_high,2005
Croatia,medium,high,medium,high,very_low,very_low,very_high,low,medium,2005
Croatia,medium,high,low,high,very_low,very_low,very_high,low,medium,2010
Croatia,medium,high,low,high,very_low,very_low,very_high,very_low,medium,2010
Croatia,high,high,low,high,very_low,very_low,very_high,low,medium,2010
Croatia,high,high,low,high,low,very_low,very_high,very_low,high,2010
Croatia,medium,high,very_low,high,very_low,very_high,very_high,very_low,high,2010
Croatia,medium,high,low,high,low,low,high,low,high,2015
Croatia,medium,high,low,high,low,low,high,low,very_high,2015
Croatia,medium,high,low,high,low,low,very_high,low,high,2015
Croatia,medium,high,high,very_high,low,very_low,very_high,very_low,high,2015
Croatia,medium,high,very_high,very_high,medium,very_low,very_high,very_low,medium,2015
Croatia,very_high,high,very_high,very_high,high,low,very_high,medium,high,2020
Cuba,medium,,very_high,high,very_low,,,low,medium,2005
Cyprus,high,very_high,high,very_high,high,high,low,very_high,medium,2005
Cyprus,very_high,very_high,medium,very_high,medium,high,medium,medium,high,2005
Cyprus,high,very_high,medium,very_high,medium,high,medium,high,high,2010
Cyprus,very_high,high,medium,very_high,medium,very_high,high,high,medium,2010
Cyprus,high,high,low,very_high,medium,high,high,medium,very_high,2010
Cyprus,medium,high,low,very_high,low,high,high,medium,very_high,2010
Cyprus,medium,high,low,very_high,low,high,high,medium,very_high,2010
Cyprus,medium,high,low,very_high,low,high,very_high,medium,very_high,2015
Cyprus,high,high,low,very_high,medium,medium,very_high,medium,high,2015
Cyprus,high,high,medium,very_high,high,high,high,high,high,2015
Cyprus,high,very_high,medium,very_high,medium,medium,high,medium,high,2015
Cyprus,high,very_high,low,very_high,medium,medium,high,high,high,2015
Cyprus,high,,low,very_high,medium,,medium,high,high,2020
Czech Republic,high,high,very_high,high,high,,very_high,medium,medium,2005
Czech Republic,high,high,high,high,high,low,very_high,medium,medium,2005
Czech Republic,high,high,very_high,high,medium,medium,very_high,low,medium,2010
Czech Republic,high,high,high,high,medium,low,very_high,very_low,medium,2010
Czech Republic,high,high,high,high,medium,very_low,very_high,low,medium,2010
Czech Republic,very_high,high,high,high,medium,very_low,very_high,medium,medium,2010
Czech Republic,high,high,high,high,high,very_low,very_high,low,low,2010
Czech Republic,very_high,high,high,high,high,very_low,high,medium,low,2015
Czech Republic,very_high,high,very_high,high,high,very_low,very_high,high,low,2015
Czech Republic,very_high,very_high,high,high,high,very_low,high,medium,low,2015
Czech Republic,very_high,very_high,very_high,very_high,medium,very_low,high,medium,very_low,2015
Czech Republic,very_high,high,very_high,very_high,very_high,low,high,very_high,high,2020
Denmark,very_high,very_high,very_high,high,very_high,,very_low,very_high,very_low,2005
Denmark,very_high,very_high,very_high,high,very_high,very_high,very_low,very_high,very_low,2005
Denmark,very_high,very_high,very_high,high,very_high,very_high,very_low,high,very_low,2005
Denmark,very_high,very_high,very_high,very_high,very_high,very_high,very_low,medium,low,2005
Denmark,very_high,very_high,very_high,very_high,very_high,very_high,very_low,high,very_low,2010
Denmark,very_high,very_high,very_high,very_high,very_high,very_high,very_low,high,very_low,2010
Denmark,very_high,very_high,very_high,very_high,very_high,very_high,very_low,high,low,2010
Denmark,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,very_low,2010
Denmark,very_high,very_high,very_high,very_high,very_high,high,very_low,very_high,low,2010
Denmark,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,low,2015
Denmark,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,low,2015
Denmark,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,low,2015
Denmark,very_high,very_high,very_high,very_high,very_high,high,very_low,very_high,low,2015
Denmark,very_high,very_high,very_high,very_high,very_high,high,very_low,very_high,very_low,2015
Denmark,very_high,very_high,very_high,very_high,very_high,high,very_low,very_high,low,2020
Djibouti,low,very_low,very_low,very_low,medium,very_high,very_low,medium,very_low,2005
Djibouti,low,very_low,high,very_low,low,medium,very_low,low,low,2005
Djibouti,low,very_low,,very_low,medium,medium,very_low,,,2010
Djibouti,very_low,very_low,very_low,very_low,medium,medium,very_low,very_low,very_low,2010
Dominican Republic,low,medium,very_high,low,high,high,low,medium,medium,2005
Dominican Republic,low,medium,medium,low,very_high,medium,medium,high,medium,2005
Dominican Republic,low,medium,medium,low,high,medium,low,medium,high,2005
Dominican Republic,medium,medium,high,medium,high,medium,medium,high,medium,2005
Dominican Republic,low,medium,medium,medium,high,low,medium,high,high,2010
Dominican Republic,medium,medium,high,medium,high,high,medium,high,high,2010
Dominican Republic,low,medium,high,medium,high,low,low,high,high,2010
Dominican Republic,low,medium,high,medium,very_high,high,low,high,high,2010
Dominican Republic,medium,medium,high,medium,very_high,medium,low,high,high,2010
Dominican Republic,low,medium,high,medium,high,low,low,medium,high,2015
Dominican Republic,medium,medium,high,medium,high,low,low,high,medium,2015
Dominican Republic,medium,medium,high,medium,high,low,low,medium,medium,2015
Dominican Republic,medium,medium,medium,medium,high,very_low,low,medium,high,2015
Dominican Republic,high,high,high,medium,high,low,low,high,medium,2015
Dominican Republic,medium,high,low,high,high,low,very_low,medium,high,2020
Ecuador,low,low,high,medium,low,low,very_high,very_high,very_high,2005
Ecuador,low,low,medium,medium,low,low,medium,very_high,high,2005
Ecuador,medium,medium,medium,high,low,low,medium,very_high,high,2005
Ecuador,high,medium,low,high,medium,low,medium,very_high,medium,2005
Ecuador,high,medium,medium,high,medium,low,medium,very_high,low,2010
Ecuador,high,medium,medium,high,medium,very_low,low,very_high,medium,2010
Ecuador,high,medium,low,high,high,low,low,very_high,high,2010
Ecuador,high,medium,low,high,medium,very_low,very_low,very_high,medium,2010
Ecuador,high,medium,medium,high,low,very_low,low,very_high,high,2010
Ecuador,high,medium,medium,high,high,low,low,very_high,high,2015
Ecuador,high,medium,medium,high,high,medium,medium,very_high,very_high,2015
Ecuador,high,medium,medium,high,very_high,very_low,low,very_high,high,2015
Ecuador,high,medium,medium,high,high,low,medium,very_high,high,2015
Ecuador,high,medium,low,high,high,low,high,high,very_high,2015
Ecuador,medium,medium,low,high,high,very_low,high,high,very_high,2020
Egypt,medium,low,medium,low,high,,,medium,very_high,2005
Egypt,medium,low,very_low,low,very_low,low,,low,very_high,2005
Egypt,low,low,low,low,,low,very_high,low,high,2005
Egypt,low,low,low,low,very_low,low,medium,low,very_high,2005
Egypt,low,medium,low,low,very_low,low,medium,very_low,medium,2010
Egypt,very_low,medium,low,low,very_low,very_low,high,very_low,very_high,2010
Egypt,very_low,medium,low,low,very_low,very_low,high,very_low,very_high,2010
Egypt,very_low,medium,very_low,low,very_low,very_low,very_high,very_low,very_high,2010
Egypt,low,medium,very_low,low,very_low,low,low,very_low,high,2010
Egypt,low,medium,low,low,low,low,low,low,very_high,2015
Egypt,low,medium,medium,low,low,very_low,medium,low,very_high,2015
Egypt,very_low,medium,very_low,low,very_low,very_low,,very_low,very_high,2015
Egypt,very_low,medium,low,low,low,very_low,,very_low,high,2015
Egypt,very_low,medium,low,low,medium,very_low,,very_low,high,2015
Egypt,low,medium,very_low,low,medium,low,,very_low,very_high,2020
El Salvador,medium,low,high,low,low,medium,medium,very_high,low,2005
El Salvador,medium,low,very_low,low,low,medium,medium,very_high,low,2005
El Salvador,medium,low,low,medium,low,low,low,very_high,low,2005
El Salvador,very_high,low,low,medium,low,low,very_low,very_high,medium,2005
El Salvador,very_high,low,low,medium,low,low,low,high,high,2010
El Salvador,low,low,low,medium,medium,low,low,very_high,high,2010
El Salvador,high,low,low,medium,low,very_low,medium,very_high,very_high,2010
El Salvador,high,low,medium,medium,low,very_low,medium,very_high,high,2010
El Salvador,high,low,low,medium,medium,very_low,medium,very_high,high,2010
El Salvador,high,low,low,medium,medium,very_low,medium,very_high,high,2015
El Salvador,high,low,low,medium,high,very_low,medium,high,very_high,2015
El Salvador,high,low,medium,medium,medium,very_low,medium,very_high,medium,2015
El Salvador,high,low,medium,medium,high,low,medium,very_high,medium,2015
El Salvador,high,low,low,high,high,low,low,very_high,medium,2015
El Salvador,medium,low,very_low,high,very_high,low,very_low,very_high,high,2020
Estonia,medium,high,high,medium,medium,very_low,medium,low,low,2005
Estonia,medium,high,high,medium,low,very_low,low,low,very_low,2005
Estonia,medium,high,high,medium,low,very_low,low,very_low,low,2005
Estonia,medium,high,high,medium,very_low,very_low,medium,very_low,medium,2005
Estonia,medium,high,high,high,medium,very_low,low,low,low,2010
Estonia,medium,high,high,high,low,very_low,medium,low,low,2010
Estonia,medium,high,high,high,medium,very_low,low,medium,low,2010
Estonia,medium,high,very_high,high,medium,very_low,low,low,low,2010
Estonia,medium,high,very_high,high,high,very_low,very_low,medium,very_low,2015
Estonia,medium,high,very_high,high,high,very_low,very_low,medium,very_low,2015
Estonia,high,high,very_high,high,high,low,low,high,very_low,2015
Estonia,high,high,very_high,high,very_high,very_low,very_low,high,very_low,2015
Estonia,high,high,very_high,high,very_high,low,very_low,high,very_low,2015
Estonia,high,high,very_high,high,very_high,low,very_low,high,very_low,2020
Ethiopia,low,very_low,very_low,very_low,medium,medium,,low,very_low,2010
Ethiopia,very_low,very_low,very_low,very_low,low,medium,low,low,low,2010
Ethiopia,low,very_low,very_low,very_low,low,high,low,medium,high,2010
Ethiopia,low,very_low,very_low,low,high,high,very_low,medium,low,2015
Ethiopia,very_low,very_low,very_low,low,medium,high,low,medium,medium,2015
Ethiopia,very_low,very_low,low,low,low,medium,low,low,high,2015
Ethiopia,very_low,very_low,low,low,medium,high,medium,low,medium,2015
Ethiopia,very_low,very_low,low,low,medium,high,low,low,high,2015
Ethiopia,low,very_low,medium,low,medium,very_high,medium,low,medium,2020
Finland,very_high,very_high,very_high,high,very_high,medium,very_low,medium,very_low,2005
Finland,very_high,very_high,very_high,high,very_high,high,very_low,high,very_low,2005
Finland,very_high,very_high,very_high,very_high,very_high,high,very_low,very_high,low,2010
Finland,very_high,very_high,very_high,very_high,very_high,high,very_low,high,low,2010
Finland,very_high,very_high,very_high,very_high,very_high,medium,very_low,high,low,2010
Finland,very_high,very_high,very_high,very_high,very_high,high,very_low,high,very_low,2010
Finland,very_high,very_high,very_high,very_high,very_high,medium,very_low,high,low,2010
Finland,very_high,very_high,very_high,very_high,very_high,high,very_low,medium,very_low,2015
Finland,very_high,very_high,very_high,very_high,very_high,medium,very_low,high,very_low,2015
Finland,very_high,very_high,very_high,very_high,very_high,medium,very_low,high,very_low,2015
Finland,very_high,very_high,very_high,very_high,very_high,low,very_low,high,very_low,2015
Finland,very_high,very_high,very_high,very_high,very_high,medium,very_low,medium,very_low,2015
Finland,very_high,very_high,very_high,very_high,very_high,low,very_low,medium,very_low,2020
France,very_high,very_high,very_high,very_high,very_high,,low,high,low,2005
France,very_high,very_high,very_high,very_high,medium,very_high,low,high,high,2005
France,very_high,very_high,very_high,very_high,high,medium,low,medium,high,2005
France,high,very_high,very_high,very_high,medium,low,low,high,high,2005
France,very_high,very_high,very_high,very_high,high,low,very_low,high,medium,2010
France,very_high,very_high,very_high,very_high,very_high,low,very_low,high,high,2010
France,very_high,very_high,very_high,very_high,high,very_low,very_low,medium,medium,2010
France,very_high,very_high,high,very_high,high,low,low,high,low,2010
France,high,very_high,high,very_high,high,low,low,high,low,2010
France,high,very_high,high,very_high,high,very_low,very_low,high,low,2015
France,high,very_high,high,very_high,medium,low,very_low,high,medium,2015
France,very_high,very_high,very_high,very_high,high,low,very_low,high,medium,2015
France,very_high,very_high,very_high,very_high,high,very_low,very_low,high,high,2015
France,very_high,very_high,very_high,very_high,high,low,very_low,medium,medium,2015
France,very_high,very_high,very_high,very_high,high,very_low,very_low,medium,low,2020
Gabon,very_low,medium,very_low,very_low,medium,very_low,high,very_low,medium,2010
Gabon,very_low,medium,low,very_low,very_low,very_low,medium,very_low,medium,2010
Gabon,very_low,medium,low,low,low,very_low,medium,very_low,high,2010
Gabon,very_low,medium,medium,low,very_low,very_low,medium,very_low,high,2010
Gabon,low,medium,low,low,low,very_low,high,low,very_high,2015
Gabon,low,medium,low,low,low,very_low,medium,low,very_high,2015
Gabon,low,medium,low,low,low,very_low,high,low,very_high,2015
Gabon,low,medium,low,low,low,very_low,medium,low,very_high,2015
Gabon,low,medium,low,low,medium,very_low,high,medium,very_high,2015
Gambia,very_low,very_low,very_low,very_low,high,high,very_low,very_high,medium,2015
Gambia,low,very_low,very_low,very_low,low,very_high,low,high,very_high,2015
Gambia,medium,very_low,very_low,very_low,low,very_high,medium,high,very_high,2015
Georgia,very_low,low,very_low,medium,very_low,very_low,low,very_low,medium,2005
Georgia,very_low,low,very_low,medium,very_low,very_low,low,very_low,low,2005
Georgia,very_low,low,very_low,medium,very_low,very_low,very_low,very_low,medium,2005
Georgia,very_low,low,very_low,medium,very_low,very_low,very_low,very_low,medium,2005
Georgia,very_low,low,very_low,medium,very_low,very_low,very_low,very_low,medium,2010
Georgia,very_low,medium,very_low,medium,low,very_low,very_low,very_low,medium,2010
Georgia,very_low,medium,very_low,medium,low,very_low,very_low,very_low,medium,2010
Georgia,very_low,medium,very_low,medium,medium,very_low,very_low,very_low,low,2010
Georgia,very_low,medium,very_low,medium,low,very_low,very_low,very_low,low,2010
Georgia,very_low,medium,very_low,medium,low,very_low,very_low,very_low,low,2015
Georgia,very_low,medium,very_low,medium,very_low,very_low,very_low,very_low,low,2015
Georgia,very_low,medium,very_low,medium,high,very_low,very_low,very_low,low,2015
Georgia,low,medium,very_low,medium,medium,very_low,low,very_low,medium,2015
Georgia,low,medium,very_low,medium,high,very_low,very_low,very_low,medium,2015
Georgia,medium,medium,very_low,medium,medium,very_low,very_low,low,high,2020
Germany,very_high,very_high,very_high,very_high,high,,medium,high,low,2005
Germany,high,very_high,very_high,very_high,high,very_high,medium,medium,low,2005
Germany,very_high,very_high,very_high,very_high,medium,,low,high,low,2005
Germany,very_high,very_high,very_high,very_high,high,very_high,low,high,low,2005
Germany,very_high,very_high,very_high,very_high,high,high,low,high,very_low,2010
Germany,very_high,very_high,very_high,very_high,very_high,high,low,high,very_low,2010
Germany,very_high,very_high,very_high,very_high,very_high,high,low,high,very_low,2010
Germany,very_high,very_high,very_high,very_high,very_high,high,very_low,medium,low,2010
Germany,very_high,very_high,very_high,very_high,very_high,high,very_low,high,very_low,2010
Germany,very_high,very_high,very_high,very_high,very_high,very_high,very_low,high,low,2015
Germany,very_high,very_high,high,very_high,high,very_high,very_low,medium,very_low,2015
Germany,very_high,very_high,high,very_high,high,very_high,very_low,medium,low,2015
Germany,very_high,very_high,very_high,very_high,high,high,very_low,high,medium,2015
Germany,very_high,very_high,high,very_high,very_high,high,very_low,medium,low,2015
Germany,very_high,very_high,high,very_high,high,low,very_low,high,low,2020
Ghana,low,very_low,low,very_low,high,very_high,medium,low,low,2005
Ghana,medium,very_low,low,very_low,very_high,very_high,medium,medium,low,2005
Ghana,low,very_low,very_low,very_low,high,high,high,medium,very_low,2005
Ghana,very_low,very_low,very_low,very_low,medium,medium,high,high,low,2005
Ghana,low,low,low,very_low,very_high,high,high,high,very_low,2010
Ghana,medium,low,low,very_low,high,medium,medium,medium,low,2010
Ghana,low,low,very_low,very_low,low,high,very_high,high,very_low,2010
Ghana,low,low,very_low,very_low,medium,low,high,medium,low,2010
Ghana,very_low,low,very_low,very_low,low,medium,very_high,medium,medium,2010
Ghana,very_low,low,very_low,very_low,high,medium,very_high,medium,medium,2015
Ghana,low,low,very_low,very_low,medium,high,very_high,low,high,2015
Ghana,medium,low,very_low,low,medium,high,high,medium,medium,2015
Ghana,low,low,low,low,high,high,high,medium,medium,2015
Ghana,low,low,low,low,medium,high,high,low,medium,2015
Ghana,medium,low,very_low,low,high,very_high,high,medium,medium,2020
Greece,high,high,medium,very_high,medium,,high,medium,medium,2005
Greece,very_high,very_high,low,very_high,very_low,very_low,high,medium,low,2005
Greece,high,high,low,very_high,very_low,very_low,very_high,low,medium,2005
Greece,high,high,medium,very_high,very_low,very_low,very_high,low,high,2010
Greece,medium,high,medium,very_high,very_low,very_low,very_high,very_low,high,2010
Greece,low,high,medium,very_high,very_low,very_low,very_high,very_low,very_high,2010
Greece,low,high,very_low,very_high,very_low,very_low,very_high,medium,very_high,2010
Greece,low,high,medium,very_high,very_low,very_low,very_high,medium,very_high,2010
Greece,medium,high,medium,very_high,very_low,very_low,medium,medium,medium,2015
Greece,medium,high,low,very_high,very_low,very_low,very_high,medium,high,2015
Greece,medium,high,low,very_high,very_low,very_low,high,very_low,high,2015
Greece,medium,high,low,very_high,very_low,very_low,high,low,medium,2015
Greece,high,high,high,very_high,very_low,very_low,high,low,low,2015
Greece,high,high,low,very_high,very_low,very_low,low,low,high,2020
Guatemala,high,low,medium,low,low,very_high,low,very_high,high,2005
Guatemala,high,low,medium,low,low,very_high,medium,very_high,low,2005
Guatemala,high,low,medium,low,low,very_high,medium,very_high,low,2005
Guatemala,high,low,medium,low,low,very_high,low,very_high,medium,2005
Guatemala,high,low,medium,low,low,very_high,medium,very_high,low,2010
Guatemala,medium,low,low,low,medium,medium,high,very_high,high,2010
Guatemala,high,low,low,low,high,high,medium,very_high,very_high,2010
Guatemala,high,low,medium,low,very_high,high,medium,very_high,high,2010
Guatemala,very_high,low,medium,medium,high,high,medium,very_high,high,2010
Guatemala,high,low,medium,medium,high,high,medium,very_high,high,2015
Guatemala,high,low,medium,medium,high,medium,medium,very_high,high,2015
Guatemala,high,low,medium,medium,very_high,medium,medium,very_high,high,2015
Guatemala,very_high,low,medium,medium,very_high,medium,low,very_high,medium,2015
Guatemala,high,low,low,medium,very_high,low,medium,very_high,high,2015
Guinea,very_low,very_low,very_low,very_low,medium,high,low,medium,medium,2010
Guinea,very_low,very_low,very_low,very_low,low,medium,medium,low,high,2010
Guinea,very_low,very_low,very_low,very_low,low,high,medium,very_low,very_high,2010
Guinea,very_low,very_low,very_low,very_low,low,medium,low,low,very_high,2010
Guinea,very_low,very_low,very_low,very_low,low,medium,low,low,medium,2015
Guinea,very_low,very_low,very_low,very_low,medium,medium,medium,medium,very_high,2015
Guinea,low,very_low,very_low,very_low,medium,high,low,medium,very_high,2015
Guinea,medium,very_low,very_low,very_low,medium,high,medium,medium,very_high,2015
Guinea,low,very_low,very_low,very_low,low,high,low,low,very_high,2015
Guyana,high,low,medium,low,low,high,high,high,high,2005
Haiti,very_low,very_low,very_low,very_low,very_low,very_high,high,low,high,2005
Haiti,very_low,very_low,very_low,very_low,very_low,very_high,medium,low,medium,2005
Haiti,very_low,very_low,very_low,very_low,very_low,very_high,high,very_low,high,2010
Haiti,low,very_low,very_low,very_low,very_low,very_high,low,low,medium,2010
Haiti,very_low,very_low,low,very_low,very_low,very_high,low,very_low,high,2010
Haiti,low,very_low,very_low,very_low,very_low,very_high,low,very_low,high,2010
Haiti,very_low,very_low,very_low,very_low,very_low,very_high,low,very_low,high,2010
Haiti,very_low,very_low,very_low,very_low,very_low,very_high,medium,low,high,2015
Haiti,very_low,very_low,very_low,very_low,very_low,very_high,high,very_low,very_high,2015
Haiti,very_low,very_low,very_low,very_low,very_low,very_high,very_low,very_low,high,2015
Haiti,very_low,very_low,very_low,very_low,very_low,very_high,low,very_low,very_high,2015
Honduras,medium,low,very_high,medium,low,high,high,very_high,very_low,2005
Honduras,low,low,medium,medium,low,very_high,medium,high,low,2005
Honduras,medium,low,medium,medium,low,very_high,high,high,low,2005
Honduras,high,low,medium,medium,low,high,high,high,medium,2005
Honduras,high,low,low,medium,low,high,medium,high,medium,2010
Honduras,low,low,low,medium,medium,high,high,very_high,high,2010
Honduras,low,low,low,medium,low,medium,high,very_high,high,2010
Honduras,low,low,low,medium,low,medium,high,very_high,high,2010
Honduras,low,low,low,medium,low,high,high,very_high,high,2010
Honduras,low,low,low,high,very_low,low,high,very_high,high,2015
Honduras,medium,low,low,high,high,high,medium,very_high,high,2015
Honduras,high,low,medium,high,very_high,high,medium,very_high,medium,2015
Honduras,high,low,medium,high,high,high,medium,very_high,high,2015
Honduras,high,low,low,high,high,high,medium,very_high,medium,2015
Hong Kong S.A.R. of China,medium,very_high,medium,,very_high,very_high,very_low,medium,low,2005
Hong Kong S.A.R. of China,medium,very_high,medium,,very_high,very_high,very_low,medium,low,2005
Hong Kong S.A.R. of China,medium,very_high,medium,,very_high,very_high,very_low,high,low,2005
Hong Kong S.A.R. of China,medium,very_high,medium,,very_high,very_high,very_low,medium,very_low,2010
Hong Kong S.A.R. of China,medium,very_high,medium,,very_high,very_high,very_low,medium,low,2010
Hong Kong S.A.R. of China,medium,very_high,medium,,very_high,very_high,very_low,medium,very_low,2010
Hong Kong S.A.R. of China,medium,very_high,medium,,high,very_high,very_low,low,medium,2010
Hong Kong S.A.R. of China,medium,very_high,medium,,high,high,very_low,low,low,2015
Hong Kong S.A.R. of China,medium,very_high,medium,,high,very_high,very_low,low,low,2015
Hong Kong S.A.R. of China,medium,very_high,medium,,medium,high,very_low,very_low,very_high,2015
Hong Kong S.A.R. of China,medium,,medium,,low,,very_low,low,low,2020
Hungary,medium,high,very_high,medium,low,,very_high,low,high,2005
Hungary,low,high,very_high,medium,very_low,very_low,very_high,medium,low,2005
Hungary,low,high,high,medium,very_low,low,very_high,low,low,2005
Hungary,low,high,high,medium,very_low,very_low,very_high,low,low,2010
Hungary,low,high,high,medium,low,low,very_high,low,high,2010
Hungary,low,high,high,medium,very_low,low,very_high,low,high,2010
Hungary,low,high,high,medium,low,low,very_high,medium,high,2010
Hungary,medium,high,medium,medium,very_low,very_low,high,low,medium,2010
Hungary,medium,high,medium,high,very_low,very_low,very_high,medium,medium,2015
Hungary,medium,high,high,high,very_low,very_low,very_high,low,medium,2015
Hungary,high,high,high,high,low,very_low,high,medium,very_low,2015
Hungary,high,high,very_high,high,low,very_low,very_high,low,low,2015
Hungary,high,high,very_high,high,medium,very_low,high,medium,very_low,2015
Hungary,high,high,very_high,high,medium,low,high,medium,medium,2020
Iceland,very_high,very_high,very_high,very_high,very_high,very_high,low,very_high,very_low,2005
Iceland,very_high,very_high,very_high,very_high,very_high,very_high,low,very_high,very_low,2010
Iceland,very_high,very_high,very_high,very_high,very_high,very_high,low,very_high,very_low,2010
Iceland,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,very_low,2015
Iceland,very_high,very_high,very_high,very_high,very_high,very_high,low,very_high,very_low,2015
Iceland,very_high,very_high,very_high,very_high,very_high,very_high,low,very_high,very_low,2015
Iceland,very_high,very_high,very_high,very_high,very_high,,low,very_high,very_low,2015
Iceland,very_high,very_high,very_high,very_high,very_high,very_high,very_low,very_high,very_low,2020
India,medium,very_low,very_low,very_low,medium,,high,medium,low,2005
India,low,very_low,very_low,very_low,medium,medium,high,low,medium,2005
India,medium,low,very_low,low,medium,low,very_high,low,medium,2005
India,low,low,very_low,low,low,medium,very_high,high,high,2005
India,low,low,very_low,low,medium,high,high,medium,medium,2010
India,low,low,very_low,low,high,medium,very_high,low,low,2010
India,low,low,very_low,low,very_low,high,medium,low,high,2010
India,very_low,low,very_low,low,medium,high,medium,low,high,2010
India,very_low,low,very_low,low,high,medium,medium,medium,high,2010
India,very_low,low,very_low,low,medium,medium,medium,medium,high,2015
India,very_low,low,very_low,low,high,high,low,medium,very_high,2015
India,very_low,low,very_low,low,very_high,medium,medium,low,high,2015
India,very_low,low,very_low,low,very_high,high,medium,low,very_high,2015
India,very_low,low,very_low,low,high,high,low,low,very_high,2015
India,very_low,low,very_low,low,very_high,high,medium,medium,very_high,2020
Indonesia,low,low,low,low,low,very_high,very_high,very_high,medium,2005
Indonesia,medium,low,very_low,low,very_low,very_high,very_high,high,medium,2005
Indonesia,low,low,very_low,low,very_low,very_high,very_high,high,medium,2005
Indonesia,medium,low,low,low,medium,very_high,very_high,very_high,very_low,2005
Indonesia,medium,low,medium,low,low,very_high,very_high,very_high,low,2010
Indonesia,medium,low,medium,low,high,very_high,very_high,very_high,medium,2010
Indonesia,medium,low,medium,low,medium,very_high,very_high,very_high,low,2010
Indonesia,medium,low,low,low,medium,very_high,very_high,very_high,medium,2010
Indonesia,medium,low,high,low,low,very_high,very_high,very_high,medium,2010
Indonesia,low,medium,medium,low,medium,very_high,very_high,very_high,medium,2015
Indonesia,medium,medium,low,low,high,very_high,high,very_high,very_high,2015
Indonesia,medium,medium,low,low,high,very_high,very_high,very_high,high,2015
Indonesia,medium,medium,medium,low,very_high,very_high,high,very_high,high,2015
Indonesia,medium,medium,low,low,high,very_high,high,very_high,high,2015
Iran,medium,medium,low,low,low,,very_low,low,very_high,2005
Iran,medium,medium,very_low,low,very_low,high,high,low,very_high,2005
Iran,medium,medium,very_low,low,very_low,high,high,low,very_high,2005
Iran,low,medium,very_low,medium,medium,very_high,low,very_low,very_high,2010
Iran,low,medium,very_low,medium,medium,,low,low,very_high,2010
Iran,medium,medium,very_low,medium,medium,very_high,low,low,very_high,2010
Iran,low,medium,very_low,medium,medium,very_high,very_low,low,very_high,2010
Iran,low,medium,very_low,medium,medium,very_high,low,low,very_high,2015
Iran,low,medium,very_low,medium,medium,very_high,low,medium,very_high,2015
Iran,low,medium,very_low,medium,medium,very_high,low,medium,very_high,2015
Iran,very_low,,very_low,medium,very_low,,low,very_low,very_high,2015
Iran,low,,very_low,medium,very_low,,low,very_low,very_high,2015
Iran,low,,low,high,very_low,,low,very_low,very_high,2020
Iraq,low,low,low,low,very_low,low,very_high,very_low,very_high,2005
Iraq,low,low,medium,low,very_low,very_low,high,very_low,very_high,2005
Iraq,low,low,medium,low,very_low,low,high,very_low,very_high,2010
Iraq,low,low,low,low,very_low,low,medium,very_low,very_high,2010
Iraq,low,medium,low,low,very_low,medium,medium,very_low,very_high,2010
Iraq,low,medium,low,low,,medium,low,,very_high,2010
Iraq,low,medium,low,low,low,medium,low,very_low,very_high,2010
